task_id,mcp_ids
921,"[2198, 2612, 2964, 3121, 3469, 3538, 3605, 3728, 3729, 4331, 3193, 31]"
922,"[5133, 3886, 1801, 5145, 4828, 1537, 3397, 1423, 2287, 3279, 2822]"
923,"[3763, 2352, 1415, 3941, 2353, 3770, 4756, 5502, 5504, 1564, 5295, 4798]"
924,"[2915, 757, 1260, 1937, 2164, 2540, 2550, 2754, 2804, 3019, 4143]"
925,"[4564, 2546, 3242, 3520, 4028, 1077, 479, 2016, 4515, 4247, 5074]"
926,"[5268, 239, 1067, 1194, 1403, 1720, 3787, 4674, 4967, 4645, 15]"
927,"[4573, 4084, 4894, 32, 35, 36, 37, 40, 48, 50, 797, 2675]"
928,"[4001, 1136, 1137, 1439, 2101, 2311, 3313, 4185, 4439, 4544, 1687, 2486, 40, 848, 4919]"
929,"[1969, 5029, 146, 204, 245, 272, 394, 457, 535, 583, 214, 876, 2386, 4979]"
930,"[6, 8, 64, 70, 124, 127, 128, 132, 159, 206, 214, 1687]"
931,"[2799, 3397, 3902, 4653, 5238, 5239, 2823, 95, 583, 4367, 1687, 2744, 848]"
932,"[3590, 4527, 368, 1274, 2166, 2501, 3154, 3188, 3592, 3630, 324, 53]"
933,"[1921, 1420, 1481, 1764, 3533, 5355, 2507, 1392, 1262, 3644, 1824]"
934,"[3999, 1892, 2671, 4147, 5606, 5418, 5349, 5163, 4753, 3149, 1824]"
935,"[36, 37, 48, 50, 51, 54, 56, 58, 59, 60, 3608, 579, 4196, 797]"
936,"[4564, 2257, 2999, 3153, 3412, 4139, 4597, 4602, 4707, 4813, 1627, 1853, 5074]"
937,"[774, 782, 797, 962, 1013, 1102, 1452, 1509, 1510, 1880, 2451, 1309]"
938,"[146, 204, 245, 272, 394, 457, 535, 600, 726, 772, 3657]"
939,"[4798, 5295, 2171, 5233, 88, 223, 235, 488, 615, 670, 1824]"
940,"[4278, 2159, 3501, 119, 389, 1839, 3409, 3706, 1037, 1404, 2134]"
941,"[3335, 4814, 1694, 1695, 2079, 3989, 968, 901, 3974, 4011, 5279]"
942,"[4661, 335, 805, 859, 1428, 1576, 2084, 2949, 3353, 3595, 319, 2816]"
943,"[1137, 1439, 2311, 4185, 4439, 5075, 2101, 3313, 4544, 3195, 1627, 4919, 5006, 687, 5018]"
944,"[1177, 2854, 277, 753, 822, 953, 2430, 2495, 2749, 2752, 3777, 5327, 1945]"
945,"[2799, 3902, 4653, 5238, 5239, 39, 589, 2205, 2692, 2736, 3139, 2817]"
946,"[10, 11, 20, 23, 24, 26, 29, 37, 38, 42, 3588, 319, 4967, 70, 254, 5502, 839, 53]"
947,"[4948, 2463, 56, 4503, 4807, 916, 1393, 2911, 118, 301, 1403]"
948,"[2813, 409, 1171, 1172, 1334, 1461, 1649, 2322, 2362, 2748]"
949,"[236, 479, 553, 695, 720, 792, 890, 892, 1012, 1093, 2591, 2816, 104]"
950,"[127, 128, 132, 159, 206, 227, 234, 273, 293, 295, 2029, 1824, 2212, 4523]"
951,"[4661, 335, 805, 859, 1428, 1576, 2084, 2949, 3353, 3595, 5295, 4798]"
952,"[685, 4499, 686, 43, 44, 46, 47, 49, 52, 55, 1824, 1527, 5608]"
953,"[1809, 2684, 2937, 3036, 3076, 3200, 3292, 3637, 3720, 3721, 950, 68, 1381]"
954,"[4948, 2463, 4503, 4807, 118, 916, 1393, 1553, 2911, 301, 1065, 4756, 944, 3863, 2955, 1755, 1961, 1120]"
955,"[1490, 2659, 3617, 5222, 365, 663, 4011, 4476, 5212, 161]"
956,"[5161, 2765, 2475, 3354, 4830, 4397, 1384, 912, 2934, 647, 3959, 4273, 1859, 616, 4403, 5336, 905]"
957,"[45, 336, 343, 592, 1701, 1945, 1947, 2338, 2601, 2994, 950]"
958,"[1027, 258, 1864, 3733, 1916, 782, 62, 4099, 951, 126, 2451, 3588]"
959,"[1048, 939, 944, 3574, 4136, 5210, 5327, 655, 1372, 1575, 2822, 4676, 3397, 2883, 5129, 797, 3588, 5018]"
960,"[457, 535, 600, 726, 772, 775, 857, 871, 875, 876, 214]"
961,"[876, 1251, 1257, 1771, 4785, 4804, 616, 1118, 1243, 216, 3922]"
962,"[23, 24, 41, 44, 46, 52, 55, 57, 65, 68, 1109, 797]"
963,"[2452, 3060, 468, 3583, 2349, 850, 3651, 4214, 3942, 4493, 5593, 214, 4361]"
964,"[140, 205, 207, 619, 1156, 1709, 3089, 3238, 3465, 3600, 595, 2518]"
965,"[24, 41, 52, 55, 57, 65, 68, 73, 80, 84, 1256, 4196, 1309, 5032, 3608, 3575]"
966,"[2770, 2915, 3319, 3326, 3920, 4139, 4195, 4412, 4458, 4536, 1627]"
967,"[3617, 2659, 5222, 4476, 365, 663, 1036, 1484, 1633, 1634, 2991, 848]"
968,"[1937, 2164, 2540, 2550, 2754, 2804, 3019, 3139, 3361, 3525, 3588, 4919, 5425, 983, 1686, 3709, 1023, 80]"
969,"[916, 1393, 2911, 361, 392, 1338, 1553, 1692, 1771, 2278, 4196, 5032]"
970,"[743, 741, 1367, 2103, 2104, 2105, 2106, 2107, 2167, 2861, 742, 59, 4081]"
971,"[2999, 3153, 3412, 4139, 4597, 4602, 4707, 4813, 4941, 4942, 742]"
972,"[3319, 3326, 3920, 4195, 4412, 4458, 4536, 5287, 5606, 3212, 3657]"
973,"[361, 392, 1553, 1692, 3026, 5168, 1338, 2278, 2360, 2431, 601]"
974,"[41, 57, 65, 68, 73, 80, 84, 86, 88, 89, 2430, 5275]"
975,"[2357, 4419, 819, 1857, 5259, 976, 156, 3166, 5256, 1628, 797, 2675, 1057, 2800]"
976,"[5321, 994, 1061, 748, 1372, 476, 547, 763, 1349, 1813, 5081, 3200, 471, 5588, 5581, 1355, 3507, 1541]"
977,"[3271, 4898, 132, 159, 206, 227, 234, 273, 293, 295, 1627, 4988]"
978,"[4188, 5295, 1703, 2004, 2628, 2881, 645, 1084, 1446, 1807, 2813]"
979,"[918, 1667, 1787, 2711, 427, 913, 2414, 2650, 2829, 5005, 2173, 2856]"
980,"[1628, 5256, 182, 236, 977, 1206, 1549, 2807, 2857, 3522, 4196, 5032, 4516]"
981,"[3153, 3412, 4597, 4602, 4707, 4813, 4941, 4942, 4943, 4944, 1381, 2079, 1694, 3777, 3335, 968]"
982,"[797, 962, 1013, 1102, 1452, 1509, 1510, 1880, 2000, 2173, 1309]"
983,"[3501, 119, 3409, 3706, 389, 1839, 1404, 4895, 5566, 5568, 5131, 1627, 5283, 4988, 4143, 5350, 3604, 2134]"
984,"[1177, 2854, 277, 753, 822, 953, 2430, 2495, 2749, 2752, 2240]"
985,"[227, 234, 273, 293, 295, 332, 393, 396, 442, 458, 1917]"
986,"[5133, 3886, 5145, 4828, 1423, 1537, 2287, 3279, 61, 103, 4273, 2822, 3959, 3397]"
987,"[2103, 2104, 2105, 2106, 2107, 2167, 2861, 4014, 4168, 4169, 1527, 5608]"
988,"[73, 80, 84, 86, 89, 90, 91, 95, 96, 98, 4893, 742, 743, 59, 741]"
989,"[3089, 3238, 3465, 3600, 3658, 4046, 4163, 4166, 4596, 4752, 3777, 205, 1073, 1687, 2518]"
990,"[332, 393, 396, 442, 458, 474, 505, 521, 582, 595, 4898]"
991,"[5256, 182, 977, 1206, 1549, 2857, 3522, 3883, 4172, 4518, 1527, 5608, 3425, 5600, 1749]"
992,"[47, 49, 58, 62, 67, 71, 74, 77, 79, 85, 2822, 3397]"
993,"[332, 393, 396, 442, 458, 474, 521, 582, 595, 651, 2976, 4196]"
994,"[876, 1251, 1257, 4785, 4804, 616, 1118, 1243, 216, 1194, 716]"
995,"[752, 765, 1769, 2862, 4456, 2004, 574, 1229, 2563, 4052, 4239, 412]"
996,"[3420, 4164, 81, 82, 110, 152, 296, 360, 498, 527, 4072]"
997,"[3920, 4195, 4412, 4458, 4536, 5287, 5606, 761, 2687, 4087, 4898]"
998,"[2861, 4014, 4168, 4169, 4170, 4273, 4951, 5082, 5508, 1338, 1687, 601, 848]"
999,"[4188, 2628, 2881, 1703, 1084, 1807, 2698, 3576, 3628, 3688, 2304, 5295, 4798, 1879, 1391, 1684, 1649, 2813]"
1000,"[2693, 3356, 5027, 2050, 2227, 885, 818, 4017, 858, 807, 3279]"
1001,"[34, 2561, 5225, 3716, 1727, 4798, 5295, 5382, 81, 371, 1415]"
1002,"[4571, 2800, 2386, 16, 195, 1403, 402, 1735, 2568, 3451, 4967, 15, 239, 1194]"
1003,"[1650, 115, 251, 2214, 2636, 3699, 5586, 5128, 265, 323, 474]"
1004,"[5139, 1545, 2782, 4263, 4899, 324, 3571, 1420, 2851, 3787, 5118, 606, 138]"
1005,"[4143, 4436, 1059, 2845, 1362, 3172, 5182, 1058, 1363, 1364, 1485, 1317]"
1006,"[843, 879, 4040, 5372, 146, 204, 245, 251, 272, 394, 1824, 5118]"
1007,"[167, 2072, 3249, 3710, 3254, 2004, 1376, 2064, 5333, 2005, 4564, 487, 797, 5118]"
1008,"[843, 879, 4040, 5372, 254, 577, 716, 742, 1018, 1853, 1824, 488, 138, 1748, 1764]"
1009,"[5139, 1545, 2782, 4263, 4899, 324, 3571, 1420, 2851, 3787, 4311, 1636, 918]"
1010,"[743, 742, 59, 741, 45, 336, 343, 592, 1018, 1701, 797]"
1011,"[5139, 4137, 1103, 3932, 1420, 2851, 3787, 902, 903, 931, 939, 138]"
1012,"[4801, 4573, 4084, 4894, 1690, 849, 1954, 2445, 3779, 4615, 2089, 138, 4978, 5110, 4520]"
1013,"[4571, 2800, 2386, 16, 195, 402, 1735, 2568, 3451, 1403, 239]"
1014,"[2386, 247, 402, 2568, 3451, 1735, 260, 4702, 4721, 1376, 327, 1761, 1599, 4311]"
1015,"[4298, 924, 441, 3691, 2769, 56, 2301, 621, 916, 1487]"
1016,"[5018, 209, 439, 718, 1201, 1762, 2412, 3185, 3490, 5213, 1048]"
1017,"[3271, 4898, 1682, 1889, 1917, 5380, 1454, 4403, 5195, 454]"
1018,"[1879, 2813, 409, 1334, 2322, 2362, 4188, 4798, 5295, 1171, 1364, 3688, 1084]"
1019,"[56, 924, 2301, 706, 3982, 53, 104, 1878, 621, 916, 324, 4327, 2327, 1317, 196, 1364]"
1020,"[633, 5122, 1309, 634, 635, 638, 4056, 579, 3041, 452, 5118, 2950]"
1021,"[4137, 1103, 3932, 254, 577, 716, 742, 1018, 1853, 1854, 1309, 2950, 4403]"
1022,"[1715, 743, 5074, 254, 577, 716, 1853, 1854, 2220, 2257]"
1023,"[4143, 4436, 1059, 2845, 1362, 3172, 5182, 1058, 1363, 1364, 1636]"
1024,"[2121, 2122, 2123, 49, 277, 679, 2749, 5247, 5604, 173, 1397, 5193, 4499, 4378]"
1025,"[1037, 6, 8, 64, 70, 87, 124, 127, 128, 132, 214, 4499, 138, 1702]"
1026,"[915, 4229, 3517, 460, 1057, 2029, 4057, 1390, 1391, 1414, 4477, 3677]"
1027,"[1715, 743, 5074, 1, 2, 4, 7, 9, 10, 11, 1364, 4063]"
1028,"[1545, 2782, 4263, 4899, 324, 3571, 61, 103, 263, 407, 1240, 975]"
1029,"[915, 4229, 3517, 460, 1057, 2029, 4057, 1390, 1391, 1414, 1771, 3590, 3604, 2134, 2303]"
1030,"[3507, 3042, 3043, 5319, 117, 470, 895, 1541, 4474, 5113, 5583, 5588, 5581, 5373, 5081, 3200, 471, 994]"
1031,"[4571, 2800, 16, 195, 1403, 4967, 2304, 5373, 41, 432, 1194]"
1032,"[3507, 3042, 3043, 5319, 117, 470, 895, 1541, 4474, 5113, 5373, 5583, 5588, 5581]"
1033,"[2448, 2357, 4419, 819, 1857, 5259, 3087, 976, 156, 1400, 797, 1684, 138, 1363, 3590, 3544, 4042]"
1034,"[1894, 104, 1711, 1895, 1878, 1376, 1489, 2820, 2816, 2434]"
1035,"[3375, 4314, 1, 2, 4, 7, 9, 10, 11, 14, 4537, 3933]"
1036,"[4143, 4436, 1059, 2845, 1362, 3172, 5182, 1058, 1363, 1364, 1397]"
1037,"[3375, 4314, 5362, 4578, 166, 348, 1668, 760, 5338, 228, 918, 5140, 1824]"
1038,"[879, 4040, 5372, 843, 1, 2, 4, 7, 9, 10, 797]"
1039,"[116, 429, 436, 3817, 5641, 434, 463, 1690, 2152, 2931, 4164]"
1040,"[3375, 4314, 14, 20, 26, 29, 31, 34, 38, 40, 2630, 797, 2451, 1134]"
1041,"[5133, 3886, 1801, 4828, 1423, 1537, 2287, 3279, 2822, 3397]"
1042,"[3507, 3042, 3043, 5319, 117, 470, 895, 1541, 4474, 5113, 4597]"
1043,"[266, 1309, 2797, 4796, 3588, 2793, 5041, 15, 225, 774]"
1044,"[1627, 2651, 4901, 1740, 918, 2438, 4900, 118, 2278, 1354]"
1045,"[2032, 4433, 5275, 5029, 267, 657, 775, 975, 1011, 1078, 918]"
1046,"[822, 3902, 2279, 2029, 3091, 4627, 2749, 4623, 2750, 460, 1704]"
1047,"[4353, 4198, 5401, 960, 1970, 1446, 2292, 4796, 3570, 3348, 1355, 4263, 4899, 2782, 1356, 4378, 797, 4379]"
1048,"[5018, 5185, 5290, 1689, 2187, 1400, 1068, 1870, 4907, 3834, 1208, 1317, 1364, 1309, 4668, 4919]"
1049,"[5, 2518, 267, 932, 205, 1709, 3238, 3465, 3658, 4166, 1364, 2389, 2845]"
1050,"[325, 1216, 5450, 4213, 31, 504, 846, 1019, 1073, 1369, 5460, 68]"
1051,"[822, 3902, 2279, 3091, 4627, 2749, 4623, 1057, 353, 2750, 4801]"
1052,"[2122, 2121, 2123, 679, 5247, 5604, 49, 277, 173, 1203, 5140, 3932, 918, 3544]"
1053,"[5228, 1519, 2139, 4948, 183, 326, 4906, 5231, 487, 1237, 214, 2059]"
1054,"[1627, 2651, 4901, 1740, 918, 2438, 4900, 118, 2278, 1354, 4597, 716, 5450]"
1055,"[616, 4499, 1390, 1936, 3588, 876, 428, 632, 1251, 1257, 138, 2640]"
1056,"[247, 260, 2302, 4702, 4721, 617, 1108, 1608, 741, 797, 2223, 2004, 1073, 3002]"
1057,"[5228, 1519, 2139, 4948, 183, 326, 4906, 5231, 487, 1237, 606, 138]"
1058,"[5217, 663, 2991, 1491, 5323, 5233, 4775, 901, 4011, 662, 365]"
1059,"[1037, 11, 14, 15, 20, 21, 23, 24, 26, 29, 214]"
1060,"[3271, 4898, 146, 204, 245, 251, 272, 394, 439, 457]"
1061,"[167, 2072, 3249, 3710, 3254, 2004, 2064, 5333, 2067, 2005, 5140, 239, 918, 916]"
1062,"[34, 2561, 5225, 3716, 1727, 4798, 5295, 5382, 81, 371, 4327, 4987, 4969, 4077, 1230, 2240, 2223, 4072]"
1063,"[1527, 5608, 6, 8, 64, 70, 87, 124, 127, 128, 1178, 1037, 1485, 15, 5593, 1824]"
1064,"[5018, 5185, 5290, 1689, 2187, 1400, 1870, 4907, 1068, 3834, 327]"
1065,"[5133, 3886, 1801, 4828, 1423, 1537, 2287, 2822, 3279, 3397, 5145]"
1066,"[2561, 5225, 3716, 1727, 5382, 81, 371, 2339, 3981, 4652, 252, 797, 4077, 4391, 5295, 4798, 4366]"
1067,"[5217, 663, 2991, 1491, 5323, 5233, 4775, 901, 4011, 662, 797]"
1068,"[616, 4499, 1936, 3588, 428, 632, 876, 1251, 1257, 1771, 1309, 4032, 2820, 1116]"
1069,"[209, 439, 718, 1201, 1762, 2412, 3185, 3490, 5213, 1048, 797]"
1070,"[5159, 1775, 1589, 3157, 311, 1296, 4799, 3019, 2531, 1208, 4994, 1231, 2238, 5118]"
1071,"[266, 1309, 2797, 4796, 5041, 2793, 459, 782, 797, 962, 1240]"
1072,"[1879, 2813, 409, 1171, 1172, 1334, 1461, 1649, 2322, 2362, 3633, 1364, 1391, 3688, 214, 3643, 975, 4750]"
1073,"[1650, 115, 2214, 2636, 3699, 5586, 5128, 265, 323, 704, 474, 4311, 3362, 5583]"
1074,"[5, 2518, 267, 932, 1709, 3089, 3658, 4166, 140, 205, 207, 1134, 4919, 1156]"
1075,"[56, 924, 2301, 3982, 706, 53, 104, 1878, 621, 1487]"
1076,"[1894, 1711, 1895, 1489, 2820, 2816, 2434, 2723, 5513, 4072, 104]"
1077,"[5217, 663, 2991, 1491, 5323, 5233, 4775, 901, 4011, 662, 4537, 365, 2630, 797]"
1078,"[2463, 4503, 4807, 118, 301, 361, 392, 632, 916, 1338, 1240]"
1079,"[5133, 3886, 1801, 4828, 1423, 1537, 2287, 2822, 3279, 3397, 139, 3588]"
1080,"[822, 3902, 2279, 3091, 4627, 4623, 353, 2750, 2751, 3657, 4942]"
1081,"[1879, 2813, 409, 1171, 1172, 1334, 1461, 1649, 2322, 2362]"
1082,"[325, 1216, 5450, 4213, 31, 1809, 3036, 3200, 3292, 3988, 5582, 3459, 918, 4584, 5592, 5593, 1349]"
1083,"[3657, 4400, 4624, 353, 2751, 4626, 4064, 679, 3807, 2812, 5139]"
1084,"[1894, 1711, 1895, 1489, 2820, 2816, 2434, 2723, 5513, 4072, 104]"
1085,"[266, 2797, 2793, 5041, 15, 225, 367, 459, 774, 782, 1309]"
1086,"[3271, 4898, 902, 903, 931, 1367, 2103, 2104, 2105, 2106]"
1087,"[23, 24, 26, 29, 41, 42, 43, 44, 46, 52, 1397]"
1088,"[1037, 61, 103, 263, 407, 410, 411, 631, 676, 817, 214]"
1089,"[2463, 4503, 4807, 301, 361, 392, 1338, 1393, 1553, 1692, 797, 5049, 4471, 1240, 1489, 5335, 3703, 2640]"
1090,"[4137, 3932, 1103, 20, 21, 23, 24, 36, 37, 38, 4403, 918, 5140, 621, 924]"
1091,"[3335, 4814, 1636, 4242, 968, 3974, 4476, 53, 233, 623]"
1092,"[2448, 2357, 4419, 819, 1857, 5259, 3087, 976, 156, 3166, 4897, 918]"
1093,"[2448, 2357, 4419, 819, 5259, 1857, 3087, 976, 156, 3166, 797, 615]"
1094,"[5, 13, 17, 19, 21, 22, 25, 27, 30, 32, 3397, 1330]"
1095,"[1854, 2220, 2257, 2999, 3153, 3412, 4139, 4597, 4602, 4707, 2948, 214, 1317, 1364, 2635, 3612]"
1096,"[2121, 2122, 2123, 49, 277, 5247, 5604, 173, 613, 757, 1485, 797, 138]"
1097,"[2889, 3981, 4241, 2339, 3711, 4652, 1415, 3941, 4969, 2352, 1037, 5295, 4798]"
1098,"[39, 589, 2205, 2440, 2692, 2736, 2770, 2915, 3319, 3326, 1824, 4636, 4263, 4899, 2782, 4115]"
1099,"[706, 3982, 1487, 1867, 4225, 4896, 4897, 5163, 2327, 4327, 797]"
1100,"[247, 260, 4702, 4721, 2302, 1108, 1608, 617, 858, 1213, 5118, 138]"
1101,"[915, 4229, 3517, 4057, 1391, 1414, 3074, 3855, 4278, 119, 3604, 2134, 1771, 4994, 2223]"
1102,"[613, 757, 961, 1203, 1208, 1260, 1937, 2164, 2540, 2550, 797]"
1103,"[2302, 617, 1108, 1608, 741, 797, 858, 1213, 1226, 1642]"
1104,"[5185, 5290, 1689, 2187, 1870, 4907, 1068, 3834, 4442, 4001, 4750, 214]"
1105,"[116, 429, 436, 3817, 5641, 434, 463, 1690, 2152, 2931, 2302, 4164]"
1106,"[325, 1216, 5450, 4213, 504, 846, 1019, 1073, 1369, 1809, 5582, 3459, 68, 4500, 5584, 1349, 5590, 5588]"
1107,"[1650, 115, 2214, 2636, 3699, 5586, 5128, 265, 323, 820, 918]"
1108,"[167, 2072, 3249, 3710, 3254, 2004, 2064, 5333, 2005, 2067, 765]"
1109,"[59, 42, 43, 44, 46, 52, 55, 57, 65, 68]"
1110,"[4298, 441, 3691, 2769, 4897, 5163, 2461, 4325, 322, 5629]"
1111,"[2723, 5513, 4072, 308, 1555, 1559, 2517, 2530, 3247, 4369, 104, 2816]"
1112,"[858, 1213, 1226, 1642, 2081, 2265, 2600, 2609, 2906, 2942, 138, 2059, 1702, 4017, 797, 5518]"
1113,"[1527, 5608, 36, 37, 38, 39, 40, 42, 43, 44, 5593, 2345, 2673]"
1114,"[4188, 1172, 1461, 1649, 2748, 2628, 2881, 1703, 1921, 1084, 1364, 324, 3544, 3688]"
1115,"[2463, 4503, 4807, 301, 361, 392, 1338, 1393, 1553, 1692, 138, 3162, 3249]"
1116,"[3634, 1490, 2446, 2524, 2659, 3617, 5222, 1633, 1634, 5180, 663]"
1117,"[4298, 441, 3691, 2769, 4897, 5163, 2461, 4325, 322, 5629]"
1118,"[1715, 5074, 61, 103, 263, 407, 410, 411, 631, 676, 1330, 5140, 3932]"
1119,"[286, 2247, 3866, 356, 82, 4251, 1805, 5521, 4772, 4522, 918, 4897, 1309]"
1120,"[1329, 1927, 4152, 2827, 54, 386, 5279, 3599, 1231, 1542, 918, 621, 5140, 924]"
1121,"[4967, 2304, 5373, 41, 432, 3939, 4387, 4570, 4572, 4675, 239]"
1122,"[2518, 932, 140, 205, 1709, 3089, 3238, 3465, 3658, 4046]"
1123,"[4814, 3335, 1636, 4242, 968, 3974, 4476, 233, 1162, 3032]"
1124,"[704, 707, 820, 1117, 1691, 1714, 2747, 2752, 3120, 3306, 5128]"
1125,"[4597, 504, 846, 1019, 1073, 1369, 1809, 2684, 2937, 3036, 716, 797]"
1126,"[3036, 3200, 3292, 3988, 4500, 4508, 4597, 2684, 2937, 3076, 1309, 5460]"
1127,"[2067, 2070, 3251, 2069, 2604, 3253, 166, 5514, 4456, 168, 2630, 797, 4471, 2451, 3926, 239, 615]"
1128,"[116, 429, 436, 3817, 5641, 434, 463, 2152, 2931, 3243, 4164]"
1129,"[4967, 2304, 5373, 432, 3939, 4387, 4570, 4572, 4675, 5545, 1194]"
1130,"[1775, 5159, 1589, 3157, 311, 1296, 4799, 3019, 2531, 1208, 235, 5275]"
1131,"[2751, 3657, 4400, 4624, 4626, 4064, 2812, 3807, 4071, 5360, 939]"
1132,"[410, 411, 631, 676, 817, 930, 939, 1101, 1151, 1250, 1317, 1364, 2302]"
1133,"[1775, 5159, 1589, 3157, 311, 1296, 4799, 3019, 2531, 5201, 2238]"
1134,"[685, 3137, 5118, 5184, 1240, 977, 3979, 4499, 3166, 1339, 4750, 214]"
1135,"[5321, 547, 763, 1061, 1349, 1813, 2472, 3200, 3621, 5322, 5588, 5581, 5592, 5583, 1702, 1178, 994, 31]"
1136,"[3335, 4814, 1636, 4242, 968, 3974, 4476, 233, 623, 726, 797, 2362, 3634, 4904]"
1137,"[4145, 2933, 3095, 3849, 5048, 3278, 1230, 2918, 4468, 5425, 4898]"
1138,"[902, 903, 931, 1367, 2103, 2104, 2105, 2106, 2107, 2167, 138]"
1139,"[59, 4148, 908, 199, 1203, 3485, 1651, 2857, 4320, 400, 743, 797, 939]"
1140,"[140, 3089, 3238, 3465, 4046, 4166, 4752, 5181, 5540, 207, 3658, 1156]"
1141,"[2889, 3981, 2339, 3711, 4241, 4652, 1415, 2352, 3941, 4969, 252]"
1142,"[4801, 4573, 4084, 4894, 849, 1954, 2445, 3779, 4615, 4909, 4994, 4196, 4225, 2223, 4224, 2873, 173, 5032]"
1143,"[3074, 3855, 4278, 119, 2134, 3604, 1240, 2231, 3827, 3930, 918]"
1144,"[232, 4462, 1628, 2461, 5256, 182, 236, 459, 977, 1206, 797, 4366]"
1145,"[209, 718, 1201, 1762, 2412, 3185, 3490, 5213, 1048, 583, 1240]"
1146,"[4442, 4001, 1134, 1136, 1137, 1439, 2101, 2311, 3313, 4185, 1208, 1317, 1364, 3174, 4668, 2255, 4919]"
1147,"[633, 5122, 634, 635, 638, 4056, 579, 3041, 452, 453, 1309]"
1148,"[5056, 3904, 3746, 4408, 2831, 4081, 4700, 1518, 3409, 5459, 615, 742]"
1149,"[6, 8, 64, 70, 87, 124, 127, 128, 132, 159, 4898]"
1150,"[2070, 3251, 2069, 2604, 3253, 166, 5514, 168, 505, 752, 4471, 344, 5298, 1769, 2856, 4395, 4794]"
1151,"[5321, 474, 471, 476, 547, 597, 622, 709, 763, 994, 5583, 5588, 5581, 5605, 5373, 5081, 3200, 1704]"
1152,"[5202, 5201, 3978, 4070, 1570, 1571, 1574, 1577, 1581, 1588, 122, 2948, 2238, 1972, 2630, 3162]"
1153,"[633, 5122, 634, 635, 638, 4056, 579, 3041, 2146, 3140, 1309]"
1154,"[225, 367, 774, 782, 962, 1013, 1102, 1452, 1509, 1510, 1309, 3588]"
1155,"[5202, 5201, 3978, 4070, 1570, 1571, 1574, 1577, 1581, 1588, 4477, 2362, 1553]"
1156,"[2032, 4433, 5275, 5029, 657, 775, 975, 1011, 1078, 1563, 1037, 1485]"
1157,"[1393, 1553, 1692, 1771, 2278, 2360, 2431, 2911, 3026, 4115, 4477, 2948]"
1158,"[4801, 4573, 4084, 4894, 849, 1954, 2445, 3779, 4615, 4909]"
1159,"[1627, 2651, 4901, 1740, 918, 2438, 4900, 1354, 4776, 2019, 214]"
1160,"[4909, 5476, 3140, 506, 622, 2627, 551, 4883, 2428, 5508, 797]"
1161,"[1367, 2103, 2104, 2105, 2106, 2107, 2167, 2861, 4014, 4168, 1748, 1824, 488, 839, 1764]"
1162,"[1048, 583, 655, 939, 944, 1372, 1575, 2049, 3186, 3574, 5018]"
1163,"[685, 5184, 3137, 5118, 1240, 977, 3979, 1339, 3706, 4017, 2302]"
1164,"[685, 3137, 5118, 5184, 3979, 1339, 3706, 4017, 4331, 510, 1309]"
1165,"[3706, 4017, 4331, 510, 991, 1785, 2666, 3978, 3883, 182, 4994, 4196, 4225, 2223, 4224, 2873, 173, 5032]"
1166,"[3326, 219, 452, 453, 529, 550, 636, 637, 1085, 1771, 1309]"
1167,"[623, 726, 1162, 1233, 1684, 2133, 2151, 2215, 2232, 2501, 2828]"
1168,"[1527, 5608, 2256, 2311, 1554, 3828, 5324, 3455, 5067, 3604, 2345, 939]"
1169,"[704, 707, 820, 1117, 1691, 1714, 2747, 2752, 3120, 3306, 138, 5128]"
1170,"[4462, 232, 1628, 5256, 182, 1549, 2807, 3522, 3883, 4172, 1364, 1317]"
1171,"[207, 619, 1156, 3600, 4046, 4163, 4596, 4752, 4797, 5181, 4750, 214]"
1172,"[4325, 322, 5629, 1867, 4225, 4896, 176, 180, 357, 666, 441, 3691]"
1173,"[616, 1936, 428, 876, 1251, 1257, 4785, 4804, 1155, 753, 4499]"
1174,"[1867, 4225, 4896, 176, 180, 357, 666, 810, 1084, 2675, 441, 3691]"
1175,"[2360, 2431, 2911, 3026, 4115, 4311, 5154, 5168, 5308, 5558, 5118]"
1176,"[4331, 510, 991, 1785, 2666, 236, 1206, 1549, 2807, 2857, 4499, 4978]"
1177,"[583, 655, 939, 944, 1372, 1575, 2049, 3186, 3574, 3989, 797, 1048, 5018]"
1178,"[2019, 4776, 427, 913, 1667, 1787, 2414, 2650, 2711, 2829, 716, 1065, 4436, 3395, 5203, 3200, 5450, 5455]"
1179,"[726, 1162, 1233, 1684, 2133, 2151, 2215, 2232, 2501, 2571, 4814]"
1180,"[36, 37, 39, 40, 46, 47, 52, 55, 57, 58, 139, 3886, 1423, 2822, 5133, 1537, 4471]"
1181,"[146, 204, 245, 272, 394, 457, 535, 600, 772, 775, 214, 1317, 1364, 5367, 2635, 3612]"
1182,"[308, 1555, 1559, 2517, 2530, 3247, 4369, 4601, 4802, 319, 104, 2816]"
1183,"[2748, 4188, 1703, 1921, 2628, 2881, 645, 1084, 1446, 1684, 2004, 1391, 3643, 1649, 2461]"
1184,"[3074, 3855, 4278, 2134, 3604, 119, 3827, 3930, 2231, 2149]"
1185,"[5228, 1519, 2139, 4948, 183, 326, 4906, 5231, 487, 1237, 138, 3608]"
1186,"[2327, 4327, 196, 2670, 3113, 3590, 4527, 319, 2040, 3162, 1802]"
1187,"[3420, 3243, 4164, 82, 152, 296, 527, 683, 684, 1915]"
1188,"[2327, 4327, 196, 2670, 3113, 3590, 4527, 319, 2040, 3162, 4750]"
